numdep,circ,parti,score
01,1.0,l_C,33.89
01,1.0,l_D,26.78
01,1.0,l_ED,15.46
01,1.0,l_EG,13.48
01,1.0,l_G,9.23
01,1.0,l_autre,1.15
01,2.0,l_C,35.9
01,2.0,l_D,24.52
01,2.0,l_ED,19.08
01,2.0,l_EG,19.18
01,2.0,l_autre,1.31
01,3.0,l_C,45.3
01,3.0,l_D,21.41
01,3.0,l_ED,11.2
01,3.0,l_EG,15.11
01,3.0,l_G,4.49
01,3.0,l_autre,2.49
01,4.0,l_C,36.0
01,4.0,l_D,16.68
01,4.0,l_ED,20.51
01,4.0,l_EG,12.46
01,4.0,l_G,4.71
01,4.0,l_autre,9.65
01,5.0,l_C,25.13
01,5.0,l_D,35.0
01,5.0,l_ED,17.13
01,5.0,l_EG,16.19
01,5.0,l_G,2.83
01,5.0,l_autre,3.7
02,1.0,l_C,28.79
02,1.0,l_D,16.2
02,1.0,l_ED,27.54
02,1.0,l_EG,12.07
02,1.0,l_G,13.92
02,1.0,l_autre,1.49
02,2.0,l_D,36.48
02,2.0,l_ED,27.0
02,2.0,l_EG,16.07
02,2.0,l_G,7.54
02,2.0,l_autre,12.9
02,3.0,l_C,18.1
02,3.0,l_D,15.22
02,3.0,l_ED,29.42
02,3.0,l_EG,12.87
02,3.0,l_G,23.76
02,3.0,l_autre,0.65
02,4.0,l_C,28.07
02,4.0,l_D,20.2
02,4.0,l_ED,24.17
02,4.0,l_EG,18.82
02,4.0,l_G,7.96
02,4.0,l_autre,0.78
02,5.0,l_C,35.97
02,5.0,l_D,8.17
02,5.0,l_ED,27.53
02,5.0,l_EG,17.33
02,5.0,l_autre,11.0
03,1.0,l_C,29.05
03,1.0,l_D,20.25
03,1.0,l_ED,12.26
03,1.0,l_EG,25.63
03,1.0,l_G,11.81
03,1.0,l_autre,1.0
03,2.0,l_C,26.11
03,2.0,l_D,24.31
03,2.0,l_ED,12.19
03,2.0,l_EG,24.15
03,2.0,l_G,11.39
03,2.0,l_autre,1.84
03,3.0,l_C,34.44
03,3.0,l_D,19.77
03,3.0,l_ED,16.03
03,3.0,l_EG,14.43
03,3.0,l_G,14.03
03,3.0,l_autre,1.28
04,1.0,l_C,34.22
04,1.0,l_D,3.94
04,1.0,l_ED,21.88
04,1.0,l_EG,27.25
04,1.0,l_G,2.77
04,1.0,l_autre,9.94
04,2.0,l_C,44.04
04,2.0,l_D,15.98
04,2.0,l_ED,15.15
04,2.0,l_EG,22.08
04,2.0,l_G,1.11
04,2.0,l_autre,1.62
05,1.0,l_C,31.93
05,1.0,l_D,15.98
05,1.0,l_ED,13.58
05,1.0,l_EG,18.39
05,1.0,l_G,11.45
05,1.0,l_autre,8.67
05,2.0,l_C,44.26
05,2.0,l_D,12.97
05,2.0,l_ED,10.69
05,2.0,l_EG,20.17
05,2.0,l_autre,11.9
06,1.0,l_C,32.35
06,1.0,l_D,35.51
06,1.0,l_ED,13.26
06,1.0,l_EG,14.42
06,1.0,l_G,3.35
06,1.0,l_autre,1.11
06,2.0,l_C,35.34
06,2.0,l_D,0.47
06,2.0,l_ED,24.45
06,2.0,l_EG,17.88
06,2.0,l_autre,21.86
06,3.0,l_C,31.91
06,3.0,l_D,3.87
06,3.0,l_ED,23.1
06,3.0,l_EG,14.33
06,3.0,l_G,3.22
06,3.0,l_autre,23.57
06,4.0,l_C,28.23
06,4.0,l_D,20.64
06,4.0,l_ED,26.73
06,4.0,l_EG,17.2
06,4.0,l_autre,7.19
06,5.0,l_D,34.54
06,5.0,l_ED,25.64
06,5.0,l_EG,14.58
06,5.0,l_G,3.84
06,5.0,l_autre,21.42
06,6.0,l_C,33.04
06,6.0,l_D,27.45
06,6.0,l_ED,23.16
06,6.0,l_EG,11.98
06,6.0,l_G,1.56
06,6.0,l_autre,2.82
06,7.0,l_C,32.08
06,7.0,l_D,33.39
06,7.0,l_ED,17.32
06,7.0,l_EG,16.04
06,7.0,l_G,0.51
06,7.0,l_autre,0.66
06,8.0,l_C,31.21
06,8.0,l_D,31.58
06,8.0,l_ED,22.0
06,8.0,l_EG,12.78
06,8.0,l_G,1.85
06,8.0,l_autre,0.58
06,9.0,l_C,34.5
06,9.0,l_D,29.25
06,9.0,l_ED,19.94
06,9.0,l_EG,13.26
06,9.0,l_G,2.04
06,9.0,l_autre,1.0
07,1.0,l_C,23.61
07,1.0,l_ED,16.79
07,1.0,l_EG,23.1
07,1.0,l_G,19.04
07,1.0,l_autre,17.47
07,2.0,l_C,25.96
07,2.0,l_D,20.16
07,2.0,l_ED,14.58
07,2.0,l_EG,15.27
07,2.0,l_G,23.54
07,2.0,l_autre,0.49
07,3.0,l_C,25.11
07,3.0,l_D,21.04
07,3.0,l_ED,13.61
07,3.0,l_EG,21.44
07,3.0,l_G,18.09
07,3.0,l_autre,0.72
08,1.0,l_C,23.17
08,1.0,l_D,37.79
08,1.0,l_ED,21.07
08,1.0,l_EG,16.09
08,1.0,l_autre,1.88
08,2.0,l_C,22.48
08,2.0,l_D,25.86
08,2.0,l_ED,19.45
08,2.0,l_EG,15.1
08,2.0,l_G,16.54
08,2.0,l_autre,0.55
08,3.0,l_C,14.51
08,3.0,l_D,46.19
08,3.0,l_ED,17.56
08,3.0,l_EG,11.97
08,3.0,l_G,9.25
08,3.0,l_autre,0.5
09,1.0,l_C,31.35
09,1.0,l_D,5.34
09,1.0,l_ED,11.97
09,1.0,l_EG,29.69
09,1.0,l_G,13.54
09,1.0,l_autre,8.12
09,2.0,l_C,25.72
09,2.0,l_D,14.61
09,2.0,l_ED,14.79
09,2.0,l_EG,25.58
09,2.0,l_G,17.65
09,2.0,l_autre,1.64
10,1.0,l_C,29.86
10,1.0,l_D,26.7
10,1.0,l_ED,24.89
10,1.0,l_EG,13.83
10,1.0,l_autre,4.72
10,2.0,l_C,30.42
10,2.0,l_D,30.7
10,2.0,l_ED,21.74
10,2.0,l_EG,12.1
10,2.0,l_G,3.07
10,2.0,l_autre,1.98
10,3.0,l_C,32.38
10,3.0,l_D,23.45
10,3.0,l_ED,23.17
10,3.0,l_EG,14.94
10,3.0,l_G,5.12
10,3.0,l_autre,0.94
11,1.0,l_C,27.49
11,1.0,l_D,9.6
11,1.0,l_ED,24.62
11,1.0,l_EG,18.86
11,1.0,l_G,15.71
11,1.0,l_autre,3.72
11,2.0,l_C,27.32
11,2.0,l_D,16.64
11,2.0,l_ED,22.61
11,2.0,l_EG,18.15
11,2.0,l_G,14.13
11,2.0,l_autre,1.13
11,3.0,l_C,29.11
11,3.0,l_D,10.68
11,3.0,l_ED,18.54
11,3.0,l_EG,21.34
11,3.0,l_G,19.57
11,3.0,l_autre,0.75
12,1.0,l_C,45.92
12,1.0,l_D,22.83
12,1.0,l_ED,7.43
12,1.0,l_EG,15.14
12,1.0,l_G,8.21
12,1.0,l_autre,0.46
12,2.0,l_C,38.72
12,2.0,l_D,20.18
12,2.0,l_ED,7.99
12,2.0,l_EG,21.15
12,2.0,l_G,11.36
12,2.0,l_autre,0.6
12,3.0,l_C,32.54
12,3.0,l_D,36.02
12,3.0,l_ED,9.77
12,3.0,l_EG,18.59
12,3.0,l_G,2.63
12,3.0,l_autre,0.44
13,1.0,l_C,29.43
13,1.0,l_D,24.97
13,1.0,l_ED,21.68
13,1.0,l_EG,18.34
13,1.0,l_G,3.46
13,1.0,l_autre,2.11
13,2.0,l_C,36.49
13,2.0,l_D,25.22
13,2.0,l_ED,14.73
13,2.0,l_EG,19.32
13,2.0,l_G,3.37
13,2.0,l_autre,0.87
13,3.0,l_C,24.89
13,3.0,l_D,12.91
13,3.0,l_ED,33.42
13,3.0,l_EG,22.64
13,3.0,l_G,5.15
13,3.0,l_autre,0.96
13,4.0,l_C,22.66
13,4.0,l_D,10.63
13,4.0,l_ED,11.97
13,4.0,l_EG,36.69
13,4.0,l_G,14.68
13,4.0,l_autre,3.39
13,5.0,l_C,29.0
13,5.0,l_D,22.72
13,5.0,l_ED,15.46
13,5.0,l_EG,30.13
13,5.0,l_G,1.78
13,5.0,l_autre,0.91
13,6.0,l_C,33.15
13,6.0,l_D,25.86
13,6.0,l_ED,19.99
13,6.0,l_EG,19.96
13,6.0,l_G,0.41
13,6.0,l_autre,0.63
13,7.0,l_C,19.86
13,7.0,l_ED,24.8
13,7.0,l_EG,28.93
13,7.0,l_G,19.63
13,7.0,l_autre,6.79
13,8.0,l_C,34.25
13,8.0,l_D,15.59
13,8.0,l_ED,26.01
13,8.0,l_EG,17.63
13,8.0,l_G,4.49
13,8.0,l_autre,2.03
13,9.0,l_C,30.74
13,9.0,l_D,23.77
13,9.0,l_ED,20.14
13,9.0,l_EG,18.42
13,9.0,l_G,4.37
13,9.0,l_autre,2.55
13,10.0,l_C,32.47
13,10.0,l_D,7.29
13,10.0,l_ED,24.32
13,10.0,l_EG,20.19
13,10.0,l_G,2.06
13,10.0,l_autre,13.68
13,11.0,l_C,35.21
13,11.0,l_D,19.6
13,11.0,l_ED,19.43
13,11.0,l_EG,23.27
13,11.0,l_G,0.5
13,11.0,l_autre,1.98
13,12.0,l_C,23.67
13,12.0,l_D,24.65
13,12.0,l_ED,27.9
13,12.0,l_EG,18.99
13,12.0,l_G,3.17
13,12.0,l_autre,1.6
13,13.0,l_C,23.95
13,13.0,l_D,9.04
13,13.0,l_ED,25.96
13,13.0,l_EG,35.35
13,13.0,l_G,1.9
13,13.0,l_autre,3.81
13,14.0,l_C,37.18
13,14.0,l_D,19.22
13,14.0,l_ED,14.79
13,14.0,l_EG,16.36
13,14.0,l_G,9.94
13,14.0,l_autre,2.49
13,15.0,l_C,30.75
13,15.0,l_D,26.02
13,15.0,l_ED,22.97
13,15.0,l_EG,18.56
13,15.0,l_autre,1.69
13,16.0,l_C,27.0
13,16.0,l_D,13.64
13,16.0,l_ED,29.97
13,16.0,l_EG,19.46
13,16.0,l_G,5.82
13,16.0,l_autre,4.13
14,1.0,l_C,38.61
14,1.0,l_D,0.4
14,1.0,l_ED,8.53
14,1.0,l_EG,22.97
14,1.0,l_G,12.29
14,1.0,l_autre,17.21
14,2.0,l_C,34.31
14,2.0,l_D,9.93
14,2.0,l_ED,11.13
14,2.0,l_EG,22.52
14,2.0,l_G,20.76
14,2.0,l_autre,1.35
14,3.0,l_C,29.7
14,3.0,l_D,20.79
14,3.0,l_ED,18.75
14,3.0,l_EG,13.64
14,3.0,l_G,16.43
14,3.0,l_autre,0.69
14,4.0,l_C,39.72
14,4.0,l_D,23.8
14,4.0,l_ED,13.68
14,4.0,l_EG,15.94
14,4.0,l_G,6.02
14,4.0,l_autre,0.86
14,5.0,l_C,38.95
14,5.0,l_D,23.15
14,5.0,l_ED,14.1
14,5.0,l_EG,4.52
14,5.0,l_G,18.74
14,5.0,l_autre,0.54
14,6.0,l_C,37.01
14,6.0,l_D,12.63
14,6.0,l_ED,15.66
14,6.0,l_EG,17.55
14,6.0,l_G,4.53
14,6.0,l_autre,12.61
15,1.0,l_C,36.65
15,1.0,l_D,37.19
15,1.0,l_ED,6.47
15,1.0,l_EG,19.27
15,1.0,l_autre,0.42
15,2.0,l_C,23.6
15,2.0,l_D,53.03
15,2.0,l_ED,7.55
15,2.0,l_EG,10.15
15,2.0,l_G,4.28
15,2.0,l_autre,1.4
16,1.0,l_C,38.0
16,1.0,l_D,15.43
16,1.0,l_ED,10.36
16,1.0,l_EG,22.72
16,1.0,l_G,12.33
16,1.0,l_autre,1.15
16,2.0,l_C,36.09
16,2.0,l_D,16.21
16,2.0,l_ED,14.25
16,2.0,l_EG,17.56
16,2.0,l_G,9.96
16,2.0,l_autre,5.92
16,3.0,l_C,28.54
16,3.0,l_ED,14.58
16,3.0,l_EG,19.35
16,3.0,l_G,21.26
16,3.0,l_autre,16.27
17,1.0,l_C,26.99
17,1.0,l_D,9.83
17,1.0,l_ED,7.03
17,1.0,l_EG,17.75
17,1.0,l_G,36.54
17,1.0,l_autre,1.86
17,2.0,l_C,38.48
17,2.0,l_D,19.38
17,2.0,l_ED,13.78
17,2.0,l_EG,24.49
17,2.0,l_G,0.1
17,2.0,l_autre,3.77
17,3.0,l_C,28.77
17,3.0,l_D,15.91
17,3.0,l_ED,14.79
17,3.0,l_EG,16.53
17,3.0,l_G,19.93
17,3.0,l_autre,4.07
17,4.0,l_C,33.85
17,4.0,l_D,22.2
17,4.0,l_ED,18.75
17,4.0,l_EG,16.78
17,4.0,l_G,7.75
17,4.0,l_autre,0.67
17,5.0,l_D,23.78
17,5.0,l_ED,17.12
17,5.0,l_EG,13.81
17,5.0,l_G,13.59
17,5.0,l_autre,31.71
18,1.0,l_C,36.3
18,1.0,l_D,20.68
18,1.0,l_ED,13.93
18,1.0,l_EG,18.0
18,1.0,l_G,7.0
18,1.0,l_autre,4.09
18,2.0,l_C,33.26
18,2.0,l_D,13.78
18,2.0,l_ED,16.42
18,2.0,l_EG,29.0
18,2.0,l_G,3.75
18,2.0,l_autre,3.8
18,3.0,l_C,32.76
18,3.0,l_D,0.4
18,3.0,l_ED,18.54
18,3.0,l_EG,16.15
18,3.0,l_G,19.41
18,3.0,l_autre,12.74
19,1.0,l_C,32.51
19,1.0,l_D,15.19
19,1.0,l_ED,10.64
19,1.0,l_EG,23.06
19,1.0,l_G,17.92
19,1.0,l_autre,0.69
19,2.0,l_C,30.63
19,2.0,l_D,27.85
19,2.0,l_ED,10.88
19,2.0,l_EG,15.87
19,2.0,l_G,14.14
19,2.0,l_autre,0.64
21,1.0,l_C,36.08
21,1.0,l_D,24.13
21,1.0,l_ED,9.76
21,1.0,l_EG,18.07
21,1.0,l_G,9.82
21,1.0,l_autre,2.13
21,2.0,l_C,32.57
21,2.0,l_D,28.17
21,2.0,l_ED,13.93
21,2.0,l_EG,18.93
21,2.0,l_G,5.73
21,2.0,l_autre,0.67
21,3.0,l_C,32.01
21,3.0,l_D,14.68
21,3.0,l_ED,17.23
21,3.0,l_EG,19.9
21,3.0,l_G,15.0
21,3.0,l_autre,1.17
21,4.0,l_C,25.88
21,4.0,l_D,35.51
21,4.0,l_ED,14.04
21,4.0,l_EG,15.07
21,4.0,l_G,8.33
21,4.0,l_autre,1.18
21,5.0,l_C,37.15
21,5.0,l_D,24.89
21,5.0,l_ED,17.14
21,5.0,l_EG,15.27
21,5.0,l_G,4.69
21,5.0,l_autre,0.86
22,1.0,l_C,41.2
22,1.0,l_D,11.11
22,1.0,l_ED,7.4
22,1.0,l_EG,22.88
22,1.0,l_G,13.82
22,1.0,l_autre,3.58
22,2.0,l_C,38.85
22,2.0,l_D,20.35
22,2.0,l_ED,9.59
22,2.0,l_EG,16.42
22,2.0,l_G,12.47
22,2.0,l_autre,2.34
22,3.0,l_C,37.26
22,3.0,l_D,38.52
22,3.0,l_ED,6.76
22,3.0,l_EG,15.93
22,3.0,l_autre,1.52
22,4.0,l_C,34.5
22,4.0,l_D,7.28
22,4.0,l_ED,9.46
22,4.0,l_EG,26.96
22,4.0,l_G,18.12
22,4.0,l_autre,3.7
22,5.0,l_C,41.07
22,5.0,l_D,0.87
22,5.0,l_ED,7.98
22,5.0,l_EG,21.45
22,5.0,l_G,8.67
22,5.0,l_autre,19.94
23,1.0,l_C,33.19
23,1.0,l_D,17.99
23,1.0,l_ED,11.95
23,1.0,l_EG,20.14
23,1.0,l_G,16.28
23,1.0,l_autre,0.46
24,1.0,l_C,34.59
24,1.0,l_D,14.49
24,1.0,l_ED,13.77
24,1.0,l_EG,25.69
24,1.0,l_G,10.78
24,1.0,l_autre,0.68
24,2.0,l_C,34.73
24,2.0,l_D,13.85
24,2.0,l_ED,17.68
24,2.0,l_EG,32.89
24,2.0,l_autre,0.85
24,3.0,l_C,30.49
24,3.0,l_D,15.07
24,3.0,l_ED,12.66
24,3.0,l_EG,17.9
24,3.0,l_G,22.93
24,3.0,l_autre,0.94
24,4.0,l_C,30.92
24,4.0,l_D,19.0
24,4.0,l_ED,10.62
24,4.0,l_EG,20.5
24,4.0,l_G,16.24
24,4.0,l_autre,2.72
25,1.0,l_C,29.87
25,1.0,l_D,19.47
25,1.0,l_ED,12.5
25,1.0,l_EG,15.02
25,1.0,l_G,16.04
25,1.0,l_autre,7.09
25,2.0,l_D,20.98
25,2.0,l_ED,12.96
25,2.0,l_EG,64.16
25,2.0,l_autre,1.9
25,3.0,l_C,33.83
25,3.0,l_D,25.05
25,3.0,l_ED,20.01
25,3.0,l_EG,14.34
25,3.0,l_G,5.98
25,3.0,l_autre,0.8
25,4.0,l_C,37.47
25,4.0,l_D,17.32
25,4.0,l_ED,26.5
25,4.0,l_EG,17.57
25,4.0,l_autre,1.14
25,5.0,l_C,33.09
25,5.0,l_D,38.49
25,5.0,l_ED,10.61
25,5.0,l_EG,16.24
25,5.0,l_autre,1.56
26,1.0,l_C,29.24
26,1.0,l_D,18.86
26,1.0,l_ED,13.96
26,1.0,l_EG,18.38
26,1.0,l_G,11.94
26,1.0,l_autre,7.61
26,2.0,l_C,34.94
26,2.0,l_D,3.95
26,2.0,l_ED,21.17
26,2.0,l_EG,20.48
26,2.0,l_G,3.55
26,2.0,l_autre,15.92
26,3.0,l_C,32.96
26,3.0,l_D,19.68
26,3.0,l_ED,14.51
26,3.0,l_EG,24.56
26,3.0,l_G,7.64
26,3.0,l_autre,0.65
26,4.0,l_C,22.34
26,4.0,l_D,23.74
26,4.0,l_ED,17.54
26,4.0,l_EG,17.8
26,4.0,l_G,17.23
26,4.0,l_autre,1.34
27,1.0,l_C,44.46
27,1.0,l_D,6.16
27,1.0,l_ED,23.09
27,1.0,l_EG,20.78
27,1.0,l_G,0.1
27,1.0,l_autre,5.41
27,2.0,l_C,34.92
27,2.0,l_D,20.08
27,2.0,l_ED,19.54
27,2.0,l_EG,18.74
27,2.0,l_G,2.9
27,2.0,l_autre,3.84
27,3.0,l_C,30.26
27,3.0,l_D,8.5
27,3.0,l_ED,21.47
27,3.0,l_EG,17.25
27,3.0,l_G,5.78
27,3.0,l_autre,16.75
27,4.0,l_C,33.3
27,4.0,l_ED,23.71
27,4.0,l_EG,19.64
27,4.0,l_G,7.52
27,4.0,l_autre,15.84
27,5.0,l_C,28.55
27,5.0,l_D,20.84
27,5.0,l_ED,24.7
27,5.0,l_EG,15.29
27,5.0,l_G,7.63
27,5.0,l_autre,2.99
28,1.0,l_C,37.12
28,1.0,l_D,25.16
28,1.0,l_ED,15.22
28,1.0,l_EG,14.9
28,1.0,l_G,6.54
28,1.0,l_autre,1.08
28,2.0,l_C,29.24
28,2.0,l_D,29.84
28,2.0,l_ED,20.4
28,2.0,l_EG,15.37
28,2.0,l_G,3.72
28,2.0,l_autre,1.44
28,3.0,l_D,31.91
28,3.0,l_ED,19.46
28,3.0,l_EG,15.41
28,3.0,l_G,32.68
28,3.0,l_autre,0.53
28,4.0,l_C,20.43
28,4.0,l_D,1.54
28,4.0,l_ED,17.35
28,4.0,l_EG,10.08
28,4.0,l_G,7.38
28,4.0,l_autre,43.22
29,1.0,l_C,38.21
29,1.0,l_D,2.2
29,1.0,l_ED,8.1
29,1.0,l_EG,16.42
29,1.0,l_G,20.59
29,1.0,l_autre,14.5
29,2.0,l_C,39.99
29,2.0,l_D,13.21
29,2.0,l_ED,7.27
29,2.0,l_EG,20.79
29,2.0,l_G,14.84
29,2.0,l_autre,3.9
29,3.0,l_C,44.01
29,3.0,l_D,11.58
29,3.0,l_ED,9.02
29,3.0,l_EG,13.69
29,3.0,l_G,18.37
29,3.0,l_autre,3.34
29,4.0,l_C,30.25
29,4.0,l_D,28.53
29,4.0,l_ED,6.2
29,4.0,l_EG,19.61
29,4.0,l_G,12.25
29,4.0,l_autre,3.17
29,5.0,l_C,35.78
29,5.0,l_D,21.53
29,5.0,l_ED,7.94
29,5.0,l_EG,15.36
29,5.0,l_G,15.48
29,5.0,l_autre,3.91
29,6.0,l_C,33.93
29,6.0,l_D,18.1
29,6.0,l_ED,8.55
29,6.0,l_EG,22.1
29,6.0,l_G,0.6
29,6.0,l_autre,16.72
29,7.0,l_C,38.08
29,7.0,l_D,16.98
29,7.0,l_ED,6.68
29,7.0,l_EG,19.84
29,7.0,l_G,9.8
29,7.0,l_autre,8.61
29,8.0,l_C,33.42
29,8.0,l_D,12.19
29,8.0,l_ED,10.99
29,8.0,l_EG,20.81
29,8.0,l_G,18.7
29,8.0,l_autre,3.89
2A,1.0,l_C,21.46
2A,1.0,l_D,33.5
2A,1.0,l_ED,12.81
2A,1.0,l_EG,10.13
2A,1.0,l_autre,22.1
2A,2.0,l_C,24.8
2A,2.0,l_D,35.99
2A,2.0,l_EG,9.25
2A,2.0,l_autre,29.96
2B,1.0,l_C,20.64
2B,1.0,l_D,21.73
2B,1.0,l_ED,5.56
2B,1.0,l_EG,9.9
2B,1.0,l_G,8.4
2B,1.0,l_autre,33.76
2B,2.0,l_C,23.41
2B,2.0,l_D,27.48
2B,2.0,l_ED,3.94
2B,2.0,l_EG,6.98
2B,2.0,l_G,1.2
2B,2.0,l_autre,37.01
30,1.0,l_C,28.43
30,1.0,l_ED,29.83
30,1.0,l_EG,20.89
30,1.0,l_G,3.19
30,1.0,l_autre,17.67
30,2.0,l_C,32.16
30,2.0,l_D,14.22
30,2.0,l_ED,34.09
30,2.0,l_EG,18.16
30,2.0,l_autre,1.38
30,3.0,l_C,33.93
30,3.0,l_D,15.16
30,3.0,l_ED,24.05
30,3.0,l_EG,18.91
30,3.0,l_G,7.14
30,3.0,l_autre,0.81
30,4.0,l_C,24.41
30,4.0,l_D,11.84
30,4.0,l_ED,21.44
30,4.0,l_EG,24.35
30,4.0,l_G,17.19
30,4.0,l_autre,0.78
30,5.0,l_C,32.76
30,5.0,l_D,10.41
30,5.0,l_ED,20.63
30,5.0,l_EG,29.15
30,5.0,l_G,6.35
30,5.0,l_autre,0.7
30,6.0,l_C,33.52
30,6.0,l_D,14.01
30,6.0,l_ED,23.54
30,6.0,l_EG,28.22
30,6.0,l_G,0.01
30,6.0,l_autre,0.7
31,1.0,l_C,33.7
31,1.0,l_D,13.0
31,1.0,l_ED,7.77
31,1.0,l_EG,27.86
31,1.0,l_G,15.12
31,1.0,l_autre,2.53
31,2.0,l_C,37.61
31,2.0,l_D,11.31
31,2.0,l_ED,10.67
31,2.0,l_EG,25.34
31,2.0,l_G,14.38
31,2.0,l_autre,0.69
31,3.0,l_C,39.61
31,3.0,l_D,22.27
31,3.0,l_ED,6.6
31,3.0,l_EG,19.89
31,3.0,l_G,9.35
31,3.0,l_autre,2.28
31,4.0,l_C,36.07
31,4.0,l_D,13.39
31,4.0,l_ED,6.74
31,4.0,l_EG,29.75
31,4.0,l_G,11.04
31,4.0,l_autre,3.01
31,5.0,l_C,37.66
31,5.0,l_ED,16.67
31,5.0,l_EG,21.14
31,5.0,l_G,11.15
31,5.0,l_autre,13.36
31,6.0,l_C,39.54
31,6.0,l_D,10.47
31,6.0,l_ED,12.5
31,6.0,l_EG,21.53
31,6.0,l_G,12.74
31,6.0,l_autre,3.23
31,7.0,l_C,37.41
31,7.0,l_D,8.73
31,7.0,l_ED,18.32
31,7.0,l_EG,22.97
31,7.0,l_G,9.73
31,7.0,l_autre,2.84
31,8.0,l_C,33.35
31,8.0,l_ED,16.65
31,8.0,l_EG,20.89
31,8.0,l_G,17.78
31,8.0,l_autre,11.33
31,9.0,l_C,36.96
31,9.0,l_D,8.93
31,9.0,l_ED,10.64
31,9.0,l_EG,27.49
31,9.0,l_G,14.05
31,9.0,l_autre,1.92
31,10.0,l_C,39.31
31,10.0,l_D,11.41
31,10.0,l_ED,9.7
31,10.0,l_EG,22.26
31,10.0,l_G,7.82
31,10.0,l_autre,9.48
32,1.0,l_C,32.99
32,1.0,l_ED,11.17
32,1.0,l_EG,19.02
32,1.0,l_G,16.98
32,1.0,l_autre,19.84
32,2.0,l_C,24.36
32,2.0,l_D,22.11
32,2.0,l_ED,12.76
32,2.0,l_EG,15.7
32,2.0,l_G,23.68
32,2.0,l_autre,1.38
33,1.0,l_C,43.95
33,1.0,l_D,20.91
33,1.0,l_ED,6.81
